VIAL,SAMPLE,SITE,PLOT,TREAT,CORNER,ORG_MIN,COARSE_FINE,DEPTH,DIVID,BAG,VIAL_WEIGHT,NOTES
1,20_1C_MF,,20_1,1,C,M,F,FULL,N,NA,2.77,
2,22_3SW_MF,,22_3,3,SW,M,F,FULL,N,NA,0.3,
3,55_3C_MF,,55_3,3,C,M,F,FULL,N,NA,0.72,
4,65_1NE_MF,,65_1,1,NE,M,F,5_10,Y,NA,3.98,
5,58_0C_MF,,58_0,0,C,M,F,0_5,Y,NA,0,
6,64_1SE_MF,,64_1,1,SE,M,F,5_10,Y,NA,2.29,
7,65_1C_MF,,65_1,1,C,M,F,5_10,Y,NA,3.24,
8,64_1NW_MF,,64_1,1,NW,M,F,0_5,Y,NA,3.43,
9,65_1SE_MF,,65_1,1,SE,M,F,0_5,Y,NA,0.53,
10,64_1NW_MF,,64_1,1,NW,M,F,5_10,Y,NA,7.88,
11,52_1C_MF,,52_1,1,C,M,F,5_10,Y,NA,1.9,
12,54_3SW_MF,,54_3,3,SW,M,F,FULL,N,NA,2.06,
13,52_1NE_MF,,52_1,1,NE,M,F,0_5,Y,NA,4.84,
14,52_1NW_MF,,52_1,1,NW,M,F,5_10,Y,NA,1.66,
15,47_2NE_MF,,47_2,2,NE,M,F,0_5,Y,NA,1.81,
16,19_2SE_MF,,19_2,2,SE,M,F,FULL,N,NA,12.27,
17,52_1SW_MF,,52_1,1,SW,M,F,10_15,Y,NA,12.19,
18,65_1NW_MF,DALTON,65_1,1,NW,M,F,5_10,Y,NA,6.62,
19,64_1SE_MF,DALTON,64_1,1,SE,M,F,0_5,Y,NA,7.37,
20,10_0NW_MF,,10_0,0,NW,M,F,10_15,Y,NA,9.36,
21,18_1NE_MF,,18_1,1,NE,M,F,FULL,N,NA,10.9,
22,28_1SE_MF,,28_1,1,SE,M,F,FULL,Y,NA,12.37,
23,25_3C_MF,,25_3,3,C,M,F,FULL,N,NA,9.98,
24,50_1NW_MF,,50_1,1,NW,M,F,10_15,Y,NA,8.06,
25,16_2NW_MF,,16_2,2,NW,M,F,FULL,N,NA,10.19,
26,22_3C_MF,,22_3,3,C,M,F,FULL,N,NA,9.54,
27,35_3C_MF,,35_3,3,C,M,F,FULL,N,NA,10.04,
28,10_0C_MF,,10_0,0,C,M,F,5_10,Y,NA,9.17,
29,16_2SW_MF,,16_2,2,SW,M,F,FULL,N,NA,8.92,
30,17_3C_MF,,17_3,3,C,M,F,FULL,N,NA,10.11,
31,52_1SW_MF,,52_1,1,SW,M,F,5_10,Y,NA,7.94,
32,14_3SW_MF,,14_3,3,SW,M,F,FULL,N,NA,11.16,
33,52_1SW_MF,,52_1,1,SW,M,F,0_5,Y,NA,10,
34,11_0NE_MF,,11_0,0,NE,M,F,10_15,Y,NA,7.37,
35,4_2NE_MF,,4_2,2,NE,M,F,FULL,N,NA,5.89,
36,34_2SE_MF,,34_2,2,SE,M,F,FULL,N,NA,11.71,
37,17_3NW_MF,,17_3,3,NW,M,F,FULL,N,NA,8.8,
38,4_2SE_MF,,4_2,2,SE,M,F,FULL,N,NA,8.53,
39,5_1SE_MF,,5_1,1,SE,M,F,FULL,N,NA,10.65,
40,55_3SE_MF,,55_3,3,SE,M,F,FULL,N,NA,7.5,
41,12_1C_MF,,12_1,1,C,M,F,10_15,Y,NA,8.55,
42,17_3NE_MF,,17_3,3,NE,M,F,FULL,N,NA,10.9,
43,58_0SE_MF,,58_0,0,SE,M,F,10_15,Y,NA,11.29,
44,36_1NW_MF,,36_1,1,NW,M,F,FULL,N,NA,9.63,
45,19_2SW_MF,,19_2,2,SW,M,F,FULL,N,NA,7.24,
46,50_1NE_MF,,50_1,1,NE,M,F,10_15,Y,NA,8.78,
47,10_0NW_MF,,10_0,0,NW,M,F,0_5,Y,NA,11.08,
48,58_0NE_MF,,58_0,0,NE,M,F,0_5,Y,NA,11.09,
49,39_2NW_MF,,39_2,2,NW,M,F,FULL,N,NA,11.98,
50,58_0NW_MF,,58_0,0,NW,M,F,5_10,Y,NA,12.21,
51,42_1SW_MF,,42_1,1,SW,M,F,FULL,N,NA,12.08,
52,15_3NW_MF,,15_3,3,NW,M,F,10_15,Y,NA,11.61,
53,15_3C_MF,,15_3,3,C,M,F,10_15,Y,NA,12.39,
54,56_2SE_MF,,56_2,2,SE,M,F,0_5,Y,NA,10.67,
55,57_2NE_MF,,57_2,2,NE,M,F,0_5,Y,NA,11.74,
56,58_0C_MF,,58_0,0,C,M,F,5_10,Y,NA,7.95,
57,22_3NW_MF,,22_3,3,NW,M,F,FULL,N,NA,10.91,
58,57_2C_MF,,57_2,2,C,M,F,0_5,Y,NA,7.57,
59,34_2SW_MF,,34_2,2,SW,M,F,FULL,N,NA,14,
60,28_1NW_MF,,28_1,1,NW,M,F,FULL,N,NA,11.6,
61,57_2NW_MF,,57_2,2,NW,M,F,10_15,Y,NA,9.89,
62,57_2NW_MF,,57_2,2,NW,M,F,5_10,Y,NA,11.93,
63,37_3NE_MF,,37_3,3,NE,M,F,5_10,Y,NA,9.88,
64,15_3SE_MF,,15_3,3,SE,M,F,10_15,Y,NA,12.16,
65,20_1SW_MF,,20_1,1,SW,M,F,FULL,N,NA,11.4,
66,15_3NE_MF,,15_3,3,NE,M,F,5_10,Y,NA,11.04,
67,27_2NE_MF,,27_2,2,NE,M,F,FULL,N,NA,10.61,
68,11_0NW_MF,,11_0,0,NW,M,F,0_5,Y,NA,7.52,
69,7_3NE_MF,,7_3,3,NE,M,F,FULL,N,NA,11.13,
70,36_1C_MF,,36_1,1,C,M,F,FULL,N,NA,13.87,
71,23_3NW_MF,,23_3,3,NW,M,F,FULL,N,NA,11.75,
72,16_2SE_MF,,16_2,2,SE,M,F,FULL,N,NA,10.57,
73,57_2C_MF,,57_2,2,C,M,F,5_10,Y,NA,12.6,
74,57_2NW_MF,,57_2,2,NW,M,F,0_5,Y,NA,9.87,
75,57_2NE_MF,,57_2,2,NE,M,F,5_10,Y,NA,11.98,
76,57_2SE_MF,,57_2,2,SE,M,F,0_5,Y,NA,9.76,
77,32_2SE_MF,,32_2,2,SE,M,F,0_5,Y,NA,4.91,
78,57_2NE_MF,,57_2,2,NE,M,F,10_15,Y,NA,11.05,
79,56_2SW_MF,,56_2,2,SW,M,F,0_5,Y,NA,10.69,
80,32_2C_MF,,32_2,2,C,M,F,0_5,Y,NA,8.13,
81,56_2SW_MF,,56_2,2,SW,M,F,5_10,Y,NA,10.4,
82,32_2NW_MF,DALTON,32_2,2,NW,M,F,10_15,Y,NA,10.71,
83,32_2NW_MF,DALTON,32_2,2,NW,M,F,0_5,Y,NA,11.04,
84,32_2SW_MF,DALTON,32_2,2,SW,M,F,0_5,Y,NA,8.62,
85,32_2NW_MF,DALTON,32_2,2,NW,M,F,5_10,Y,NA,10.71,
86,47_2C_MF,,47_2,2,C,M,F,0_5,Y,NA,5.92,
87,47_2NE_MF,,47_2,2,NE,M,F,5_10,Y,NA,11.35,
88,65_1NE_MF,,65_1,1,NE,M,F,10_15,Y,NA,11.46,
89,47_2C_MF,,47_2,2,C,M,F,10_15,Y,NA,8.93,
90,56_2NE_MF,DALTON,56_2,2,NE,M,F,0_5,Y,NA,7.66,
91,47_2NW_MF,,47_2,2,NW,M,F,5_10,Y,33,12.46,NO COARSE
92,56_2NW_MF,DALTON,56_2,2,NW,M,F,10_15,Y,NA,10.95,
93,56_2NW_MF,DALTON,56_2,2,NW,M,F,0_5,Y,NA,7.2,
94,47_2C_MF,,47_2,2,C,M,F,5_10,Y,NA,4.51,
95,56_2C_MF,DALTON,56_2,2,C,M,F,0_5,Y,NA,9.43,
96,56_2SW_MF,DALTON,56_2,2,SW,M,F,10_15,Y,NA,9.67,
97,56_2NW_MF,DALTON,56_2,2,NW,M,F,5_10,Y,NA,7.42,
98,39_2NW_MF,DALTON,39_2,2,NW,M,F,0_5,Y,NA,7.97,
99,39_2C_MF,DALTON,39_2,2,C,M,F,0_5,Y,NA,9.88,
100,37_3SW_MF,DALTON,37_3,3,SW,M,F,5_10,Y,NA,10.45,
101,15_3SE_MF,DALTON,15_3,3,SE,M,F,0_5,Y,NA,5.8,
102,37_3NW_MF,DALTON,37_3,3,NW,M,F,10_15,Y,NA,9.12,
103,37_3SE_MF,DALTON,37_3,3,SE,M,F,0_5,Y,NA,9.5,
104,15_3NE_MF,DALTON,15_3,3,NE,M,F,0_5,Y,NA,7.84,
105,15_3NW_MF,DALTON,15_3,3,NW,M,F,0_5,Y,NA,7.6,
106,32_2SW_MF,DALTON,32_2,2,SW,M,F,5_10,Y,NA,15.54,
107,32_2SE_MF,DALTON,32_2,2,SE,M,F,5_10,Y,NA,11.12,
108,37_3NW_MF,DALTON,37_3,3,NW,M,F,0_5,Y,NA,9.2,
109,32_2SE_MF,DALTON,32_2,2,SE,M,F,10_15,Y,NA,13.38,
110,32_2SW_MF,DALTON,32_2,2,SW,M,F,10_15,Y,NA,13.06,
111,32_2C_MF,DALTON,32_2,2,C,M,F,5_10,Y,NA,10.37,
112,15_3SE_MF,DALTON,15_3,3,SW,M,F,0_5,Y,NA,6.17,
113,15_3C_MF,DALTON,15_3,3,C,M,F,0_5,Y,NA,7.12,
114,32_2C_MF,DALTON,32_2,2,C,M,F,10_15,Y,NA,13.57,
115,32_2NE_MF,DALTON,32_2,2,NE,M,F,0_5,Y,NA,7.84,
116,32_3NE_MF,DALTON,32_2,2,NE,M,F,5_10,Y,NA,10.59,
117,37_3SW_MF,DALTON,37_3,3,SW,M,F,0_5,Y,NA,7.65,
118,57_2SW_MF,DALTON,57_2,2,SW,M,F,10_15,Y,NA,11.05,
119,33_1SW_MF,STEESE,33_1,1,SW,M,F,FULL,N,NA,10.93,
120,64_1SW_MF,DALTON,64_1,1,SW,M,F,5_10,Y,NA,13.57,
121,11_0SW_MF,DALTON,11_0,0,SW,M,F,10_15,Y,NA,10.34,NO COARSE
122,52_1NE_MF,DALTON,52_1,1,NE,M,F,10_15,Y,NA,13.91,
123,64_1C_MF,DALTON,64_1,1,C,M,F,5_10,Y,NA,10.82,
124,64_1NE_MF,DALTON,64_1,1,NE,M,F,10_15,Y,NA,13.43,
125,12_1NE_MF,DALTON,12_1,1,NE,M,F,0_5,Y,NA,6.15,
126,29_1SE_MF,STEESE,29_1,1,SE,M,F,FULL,N,NA,11.67,
127,54_3SE_MF,DALTON,54_3,3,SE,M,F,FULL,N,NA,14.05,
128,65_1SW_MF,DALTON,65_1,1,SW,M,F,5_10,Y,NA,10.88,
129,56_2NE_MF,DALTON,56_2,2,NE,M,F,5_10,Y,NA,8.46,
130,37_3SW_MF,DALTON,37_3,3,SW,M,F,10_15,Y,NA,10.38,
131,37_3_NE_MF,DALTON,37_3,3,NE,M,F,0_5,Y,NA,8.96,
132,8_2C_MF,DALTON,8_2,2,C,M,F,FULL,N,NA,8.9,
133,37_3_SE_MF,DALTON,37_3,3,SE,M,F,10_15,Y,NA,12.32,
134,11_0NE_MF,DALTON,11_0,0,NE,M,F,5_10,Y,NA,9.75,NO COARSE
135,37_3NW_MF,DALTON,37_3,3,NW,M,F,5_10,Y,NA,10.17,
136,37_3C_MF,DALTON,37_3,3,C,M,F,5_10,Y,NA,11.2,
137,37_3SE_MF,DALTON,37_3,3,SE,M,F,0_5,Y,NA,11.37,
138,25_3_SW_MF,STEESE,25_3,3,SW,M,F,FULL,N,NA,12.21,
139,4_2_SW_MF,STEESE,4_2,2,SW,M,F,FULL,N,NA,12.39,
140,17_3SW_MF,STEESE,17_3,3,SW,M,F,FULL,N,NA,13.52,
141,12_1C_MF,,12_1,1,C,M,F,0_5,Y,NA,3.14,
142,20_1SE_MF,,20_1,1,SE,M,F,FULL,N,NA,11.78,
143,22_3NE_MF,,22_3,3,NE,M,F,FULL,N,NA,7.93,
144,5_1NE_MF,,5_1,1,NE,M,F,FULL,N,NA,10.48,
145,44_0SE_MF,,44_0,0,SE,M,F,FULL,N,NA,13.63,
146,54_3NW_MF,,54_3,3,NW,M,F,FULL,N,NA,12.16,
147,19_2NE_MF,,19_2,2,NE,M,F,FULL,N,NA,9.73,
148,47_2SE_MF,,47_2,2,SE,M,F,5_10,Y,NA,6.77,
149,47_2SE_MF,,47_2,2,SE,M,F,0_5,Y,NA,4.95,
150,42_1SE_MF,,42_1,1,SE,M,F,FULL,N,NA,10.63,
151,10_0NE_MF,,10_0,0,NE,M,F,0_5,Y,NA,9.06,
152,44_0NE_MF,,44_0,0,NE,M,F,FULL,N,NA,8.8,
153,58_0C_MF,,58_0,0,C,M,F,0_5,Y,NA,5.23,
154,58_0NW_MF,,58_0,0,NW,M,F,0_5,Y,NA,8.74,
155,56_2C_MF,DALTON,56_2,2,C,M,F,5_10,Y,NA,12.78,
156,37_3C_MF,,37_3,3,C,M,F,0_5,Y,NA,8.64,
157,52_1NE_MF,,52_1,1,NE,M,F,5_10,Y,NA,12.16,
158,50_1SE_MF,,50_1,1,SE,M,F,0_5,Y,NA,11.43,
159,52_1SE_MF,,52_1,1,SE,M,F,10_15,Y,NA,5.94,
160,65_1NW_MF,,65_1,1,NW,M,F,10_15,Y,NA,8.52,
161,11_0NE_MF,,11_0,0,NE,M,F,0_5,Y,149,6.84,
162,50_1SW_MF,,50_1,1,SW,M,F,0_5,Y,NA,5.12,
163,22_3SE_MF,,22_3,3,SE,M,F,FULL,N,NA,11.95,
164,12_1NW_MF,,12_1,1,NW,M,F,5_10,Y,NA,7.62,
165,11_0NW_MF,,11_0,0,NW,M,F,10_15,Y,NA,10.97,
166,64_1SW_MF,,64_1,1,SW,M,F,10_15,Y,NA,7.44,
167,12_1SW_MF,,12_1,1,SW,M,F,0_5,Y,NA,4.45,
168,41_1C_MF,,41_1,1,C,M,F,FULL,N,NA,11.02,
169,26_2NW_MF,,26_2,2,NW,M,F,FULL,N,NA,7.57,
170,57_2SE_MF,,57_2,2,SE,M,F,10_15,Y,NA,8.54,
171,57_2SE_MF,,57_2,2,SE,M,F,5_10,Y,NA,8.22,
172,47_2NW_MF,,47_2,2,NW,M,F,0_5,Y,NA,5.28,
173,15_3SW_MF,,15_3,3,SW,M,F,5_10,Y,NA,7.99,
174,57_2SW_MF,,57_2,2,SW,M,F,0_5,Y,NA,6.62,
175,56_2SE_MF,,56_2,2,SE,M,F,5_10,Y,NA,7.22,
176,15_3SE_MF,,15_3,3,SE,M,F,5_10,Y,NA,7.51,
177,15_3NE_MF,,15_3,3,NE,M,F,10_15,Y,NA,7.57,
178,37_3C_MF,,37_3,3,C,M,F,10_15,Y,NA,6.94,
179,15_3C_MF,,15_3,3,C,M,F,5_10,Y,NA,6.7,
180,15_3NW_MF,,15_3,3,NW,M,F,5_10,Y,NA,7.19,
181,52_1C_MF,,52_1,1,C,M,F,10_15,Y,NA,9.68,
182,15_3SW_MF,,15_3,3,SW,M,F,10_15,Y,NA,7.09,
183,57_2SW_MF,,57_2,2,SW,M,F,5_10,Y,NA,11.32,
184,37_3NE_MF,,37_3,3,NE,M,F,10_15,Y,NA,11.05,
185,28_1SW_MF,,28_1,1,SW,M,F,FULL,N,NA,10.99,
186,57_2C_MF,,57_2,2,C,M,F,10_15,Y,NA,9.59,
187,64_1NE_MF,,64_1,1,NE,M,F,5_10,Y,NA,9.15,
188,3_2SE_MF,,3_2,2,SE,M,F,,N,NA,11.82,
189,19_2C_MF,,19_2,2,C,M,F,,N,NA,9.84,
190,33_1NW_MF,,33_1,1,NW,M,F,,N,NA,8.21,
191,5_1SW_MF,,5_1,1,SW,M,F,,N,96,7.48,
192,5_1NW_MF,,5_1,1,NW,M,F,,N,66,11.25,
193,18_1NE_MF,,18_1,1,NE,M,F,,N,45,11.68,
194,65_1C_MF,,65_1,1,C,M,F,0_5,Y,140,7.81,
195,10_0SW_MF,,10_0,0,SW,M,F,0_5,Y,37,9.81,
196,2_3NE_MF,,2_3,3,NE,M,F,,N,52,12.28,
197,3_2NE_MF,,3_2,2,NE,M,F,,N,130,10.1,
198,20_1NE_MF,,20_1,1,NE,M,F,,N,41,11.29,
199,33_1C_MF,,33_1,1,C,M,F,,N,54,9.61,
200,20_1NW_MF,,20_1,1,NW,M,F,,N,120,7.92,
201,27_2SE_MF,,27_2,2,SE,M,F,,N,NA,9.79,
202,4_2NW_MF,,4_2,2,NW,M,F,,N,58,7.92,
203,26_2SW_MF,,26_2,2,SW,M,F,,N,119,9.55,
204,18_1NW_MF,,18_1,1,NW,M,F,,N,137,10.1,
205,2_3SE_MF,,2_3,3,SE,M,F,,N,141,11.82,
206,26_2C_MF,,26_2,2,C,M,F,,N,72,9.96,
207,29_1NE_MF,,29_1,1,NE,M,F,,N,51,10.04,
208,27_2SW_MF,,27_2,2,SW,M,F,,N,92,11.2,
209,26_2NE_MF,,26_2,2,NE,M,F,,N,127,9.27,
210,23_3SE_MF,,23_3,3,SE,M,F,,N,126,7.89,
211,65_1C_MF,,65_1,1,C,M,F,10_15,Y,81,6.55,
212,12_1C_MF,,12_1,1,C,M,F,5_10,Y,70,7.74,
213,40_2NW_MF,,40_2,2,NW,M,F,,N,36,6.2,
214,35_3SW_MF,,35_3,3,SW,M,F,,N,200,11.11,
215,8_2SW_MF,,8_2,2,SW,M,F,,N,136,12.68,
216,29_1NW_MF,,29_1,1,NW,M,F,,N,91,7.14,
217,44_0SW_MF,,44_0,0,SW,M,F,,N,138,10.64,
218,50_1SE_MF,,50_1,1,SE,M,F,10_15,Y,154,9.68,NO COARSE
219,18_1C_MF,,18_1,1,C,M,F,,N,78,9.78,
220,11_0SE_MF,,11_0,0,SE,M,F,10_15,Y,26,13.33,
221,65_1SW_MF,,65_1,1,SW,M,F,10_15,Y,12,7.87,
222,52_1C_MF,,52_1,1,C,M,F,0_5,Y,NA,6.69,
223,65_1SE_MF,,65_1,1,SE,M,F,5_10,Y,73,7.42,
224,50_1SE_MF,,50_1,1,SE,M,F,5_10,Y,20,7.3,NO COARSE
225,11_0C_MF,,11_0,0,C,M,F,10_15,Y,57,8.38,
226,33_1SE_MF,,33_1,1,SE,M,F,,N,129,10.02,
227,12_1SE_MF,,12_1,1,SE,M,F,5_10,Y,46,8.46,
228,11_0SE_MF,,11_0,0,SE,M,F,0_5,Y,121,7.42,
229,50_1C_MF,,50_1,1,C,M,F,10_15,Y,96,7.91,
230,36_1SE_MF,,36_1,1,SE,M,F,,N,90,9.3,
231,48_1NW_MF,,48_1,1,NW,M,F,,N,147,10.17,
232,50_1NE_MF,,50_1,1,NE,M,F,5_10,Y,18,5.74,
233,14_3C_MF,,14_3,3,C,M,F,,N,116,10.81,
234,23_3NE_MF,,23_3,3,NE,M,F,,N,44,11.2,
235,50_1C_MF,,50_1,1,C,M,F,5_10,Y,23,11.51,
236,50_1SW_MF,,50_1,1,SW,M,F,10_15,Y,43,6.68,
237,50_1C_MF,,50_1,1,C,M,F,0_5,Y,2,8.15,
238,7_3NE_MF,,7_3,3,NE,M,C,,N,117,6.49,?
239,11_0C_MF,,11_0,0,C,M,F,5_10,Y,155,8.82,NO COARSE
240,52_1NW_MF,,52_1,1,NW,M,F,0_5,Y,133,9.2,
241,27_2NW_MF,,27_2,2,NW,M,F,,N,NA,10.55,
242,3_2SW_MF,,3_2,2,SW,M,F,,N,63,8.86,
243,11_0NW_MF,,11_0,0,NW,M,F,5_10,Y,147,11.36,
244,33_1NE_MF,,33_1,1,NE,M,F,,N,76,11.48,
245,24_3SE_MF,,24_3,3,SE,M,F,,N,120,12.23,
246,55_3SW_MF,,55_3,3,SW,M,F,,N,115,12.69,
247,35_3SE_MF,,35_3,3,SE,M,F,,N,133,8.88,
248,65_1NE_MF,,65_1,1,NE,M,F,0_5,Y,4,9.53,
249,50_1SW_MF,,50_1,1,SW,M,F,5_10,Y,28,9.69,
250,35_3SE_MF,,35_3,3,SE,M,F,,N,133,8.84,
251,8_2SE_MF,,8_2,2,SE,M,F,,N,152,11.98,
252,3_2NW_MF,,3_2,2,NW,M,F,,N,NA,10.65,
253,28_1C_MF,,28_1,1,C,M,F,,N,122,8.27,
254,27_2C_MF,,27_2,2,C,M,F,,N,145,9.65,
255,12_1NW_MF,,12_1,1,NW,M,F,0_5,Y,90,5.52,
256,52_1SE_MF,,52_1,1,SE,M,F,5_10,Y,146,8.63,
257,12_1SW_MF,,12_1,1,SW,M,F,5_10,Y,57,8.32,
258,52_1NW_MF,,52_1,1,NW,M,F,10_15,Y,15,7.46,
259,11_0SW_MF,,11_0,0,SW,M,F,5_10,Y,156,10.63,
260,2_3C_MF,,2_3,3,C,M,F,,N,70,12.96,
261,10_0C_MF,,10_0,0,C,M,F,10_15,Y,66,9.1,
262,65_1SW_MF,,65_1,1,SW,M,F,0_5,Y,30,8.7,
263,25_3NW_MF,,25_3,3,NW,M,F,,N,64,13.74,
264,3_2C_MF,,3_2,2,C,M,F,,N,NA,6.98,
265,54_3C_MF,,54_3,3,C,M,F,,N,112,10.91,
266,12_1SW_MF,,12_1,1,SW,M,F,10_15,Y,144,5.62,NO COARSE
267,64_1NE_MF,,64_1,1,NE,M,F,0_5,Y,33,6.21,
268,50_1NW_MF,,50_1,1,NW,M,F,0_5,Y,124,4.67,
269,12_1SE_MF,,12_1,1,SE,M,F,10_15,Y,106,6.9,
270,64_1C_MF,,64_1,1,C,M,F,0_5,Y,55,7.25,
271,65_1NW_MF,,65_1,1,NW,M,F,0_5,Y,95,6.28,
272,64_1NW_MF,,64_1,1,NW,M,F,10_15,Y,29,11.6,
273,11_0SW_MF,DALTON,11_0,0,SW,M,F,0_5,Y,134,6.38,
274,12_1NE_MF,,12_1,1,NE,M,F,5_10,Y,52,9.22,
275,17_3SE_MF,,17_3,3,SE,M,F,FULL,N,95,12.65,
276,55_3NW_MF,,55_3,3,NW,M,F,FULL,N,131,11.39,
277,64_1SW_MF,,64_1,1,SW,M,F,0_5,Y,17,12.14,
278,14_3NE_MF,,14_3,3,NE,M,F,FULL,N,114,15.92,
279,7_3C_MF,,7_3,3,C,M,F,FULL,N,79,14.44,
280,24_3C_MF,,24_3,3,C,M,F,FULL,N,92,19.68,
281,12_1NW_MF,,12_1,1,NW,M,F,10_15,Y,83,11.82,NO COARSE
282,34_2C_MF,,34_2,2,C,M,F,FULL,N,122,11.55,
283,10_0NW_MF,DALTON,10_0,0,NW,M,F,5_10,Y,97,10.41,
284,50_1NW_MF,,50_1,1,NW,M,F,5_10,Y,40,9.75,
285,52_1SE_MF,,52_1,1,SE,M,F,10_15,Y,128,13.56,
286,41_1SE_MF,,41_1,1,SE,M,F,FULL,N,65,14.97,
287,8_2SW_MF,,8_2,2,SW,M,F,FULL,N,32,17.67,
288,24_3NW_MF,,24_3,3,NW,M,F,FULL,N,50,11.14,
289,64_1SE_MF,,64_1,1,SE,M,F,10_15,Y,41,15.06,
290,25_3NE_MF,,25_3,3,NE,M,F,FULL,N,142,14.6,
291,24_3NE_MF,,24_3,3,NE,M,F,FULL,N,102,15.37,
292,35_3NE_MF,,35_3,3,NE,M,F,FULL,N,137,13.44,
293,14_3SE_MF,,14_3,3,SE,M,F,FULL,N,118,17.3,
294,40_2NE_MF,,40_2,2,NE,M,F,FULL,N,105,11.86,
295,10_0SW_MF,DALTON,10_0,0,SW,M,F,10_15,Y,33,14.97,
296,42_1NE_MF,,42_1,1,NE,M,F,FULL,N,70,11.07,
297,39_2C_MF,,39_2,2,C,M,F,FULL,N,24,11.63,
298,65_1SE_MF,,65_1,1,SE,M,F,10_15,Y,126,13.3,NO COARSE
299,34_2NE_MF,,34_2,2,NE,M,F,FULL,N,85,10.32,
300,8_2NE_MF,,8_2,2,NE,M,F,FULL,N,124,12.49,
301,40_2C_MF,,40_2,2,C,M,F,FULL,N,153,11.44,
302,7_3NW_MF,,7_3,3,NW,M,F,FULL,N,139,11.03,
303,35_3NW_MF,,35_3,3,NW,M,F,FULL,N,41,13.65,
304,24_3SW_MF,,24_3,3,SW,M,F,FULL,N,139,11.81,
305,14_3NW_MF,,14_3,3,NW,M,F,FULL,N,111,11.67,
306,52_1SE_MF,,52_1,1,SE,M,F,0_5,Y,11,10.4,
307,48_1SE_MF,,48_1,1,SE,M,F,FULL,N,43,14.56,
308,39_2SE_MF,,39_2,2,SE,M,F,FULL,N,23,13.77,
309,24_3SW_O,,24_3,3,SW,O,,,N,NA,2.75,
310,22_3C_O,,22_3,3,C,O,,,N,NA,6.91,
311,7_3C_O,,7_3,3,C,O,,,N,88,4.94,
312,25_3C_O,,25_3,3,C,O,,,N,NA,3.59,
313,35_3NW_O,,35_3,3,NW,O,,,N,NA,10.49,
314,65_1SW_O,,65_1,1,SW,O,,,N,13,6.42,
315,24_3C_O,,24_3,3,C,O,,,N,NA,0,
316,35_3SW_O, ,35_3,3,SW,O,,,N,NA,19.12,
317,32_2SW_MC,,32_2,2,SW,M,C,0_5,Y,78,11.44,
318,15_3SE_MC,,15_3,3,SE,M,C,0_5,Y,4,5.46,
319,15_3SW_MC,,15_3,3,SW,M,C,0_5,Y,17,10.13,
320,11_0C_O,,11_0,0,C,O,,,N,42,3.28,
321,37_3SW_MC,,37_3,3,SW,M,C,10_15,Y,1,3.42,
322,58_0NW_MC,,58_0,0,NW,M,C,0_5,Y,164,5.2,
323,24_3NE_O,,24_3,3,NE,O,,,N,NA,5.91,
324,57_2NE_O,,57_2,2,NE,O,,,N,61,12.95,
325,32_2SE_O,,32_2,2,SE,O,,,N,91,2.96,
326,39_2NE_O,,39_2,2,NE,O,,,N,94,2.19,
327,37_3SW_O,,37_3,3,SW,O,,,N,13,9.59,
328,37_3NE_O,,37_3,3,NE,O,,,N,62,7.94,
329,37_3C_O,,37_3,3,C,O,,,N,81,6.56,
330,15_3SW_O,,15_3,3,SW,O,,,N,107,4.75,
331,42_1SE_MC,,42_1,1,SE,M,C,FULL,N,140,16.11,
332,47_2C_MC,,47_2,2,C,M,C,5_10,Y,6,2.7,
333,19_2NE_MC,,19_2,2,NE,M,C,FULL,N,108,18.04,
334,26_2NW_MC,,26_2,2,NW,M,C,FULL,N,124,20.27,
335,37_3NW_MC,,37_3,3,NW,M,C,10_15,Y,54,0.63,
336,32_2SE_MC,,32_2,2,SE,M,C,10_15,Y,68,22.08,
337,32_2NW_MC,,32_2,2,NW,M,C,0_5,Y,57,20.19,
338,22_3NW_MC,,22_3,3,NW,M,C,FULL,N,43,24.11,
339,32_2C_MC,,32_2,2,C,M,C,0_5,Y,88,12.79,
340,15_3NE_MC,,15_3,3,NE,M,C,0_5,Y,27,13.25,
341,15_3NW_MC,,15_3,3,NW,M,C,0_5,Y,29,17.2,
342,64_1NE_MC,,64_1,1,NE,M,C,10_15,Y,143,25.78,
343,57_2SW_O,,57_2,2,SW,O,,,N,60,14.06,
344,56_2NE_MC,,56_2,2,NE,M,C,0_5,Y,28,3.38,
345,56_2NW_MC,,56_2,2,NW,M,C,5_10,Y,24,3.04,
346,32_2NW_MC,,32_2,2,NW,M,C,5_10,Y,61,11.07,
347,11_0SE_MC,,11_0,0,SE,M,C,0_5,Y,121,12.13,
348,15_3C_MC,,15_3,3,C,M,C,0_5,Y,3,1.3,
349,8_2C_MC,,8_2,2,C,M,C,FULL,N,85,15.72,
350,22_3NE_MC,,22_3,3,NE,M,C,FULL,N,81,23.56,
351,35_3C_MC,,35_3,3,C,M,C,FULL,N,37,24.2,
352,22_3SE_MC,,22_3,3,SE,M,C,FULL,N,69,25.62,
353,52_1SE_MC,,52_1,1,SE,M,C,5_10,Y,146,20.18,
354,52_1SE_MC,,52_1,1,SE,M,C,0_5,Y,11,15.42,
355,58_0NE_MC,,58_0,0,NE,M,C,0_5,Y,79,13.3,
356,44_0NE_MC,,44_0,0,NE,M,C,FULL,N,NA,1.06,
357,54_3SE_MC,,54_3,3,SE,M,C,FULL,N,135,24.74,
358,32_2NW_MC,,32_2,2,NW,M,C,10_15,Y,59,22.71,
